NAME	InducerComp_10x_RF_AT_-IFI
VAR	annotator	inducer	ontology	classifier
OUT	0	1	0.4946	0.5054
OUT	0	0	0.5089	0.4911
OUT	1	1	0.4946	0.5054
OUT	0	0	1.0000	0.0000
OUT	0	0	0.7704	0.2296
OUT	0	0	0.7213	0.2787
OUT	0	0	0.8183	0.1817
OUT	0	0	0.7866	0.2134
OUT	0	1	0.4946	0.5054
OUT	0	0	0.7507	0.2493
OUT	0	0	0.8077	0.1923
OUT	0	1	0.0450	0.9550
OUT	0	1	0.2314	0.7686
OUT	0	1	0.3711	0.6289
OUT	1	1	0.1024	0.8976
OUT	1	1	0.0100	0.9900
OUT	1	1	0.0000	1.0000
OUT	0	1	0.4946	0.5054
OUT	0	1	0.4164	0.5836
OUT	0	0	0.7650	0.2350
OUT	0	1	0.4946	0.5054
OUT	0	0	0.6695	0.3305
OUT	1	0	0.6074	0.3926
OUT	0	0	0.6066	0.3934
OUT	1	0	0.5033	0.4967
OUT	0	1	0.3558	0.6442
OUT	0	1	0.2793	0.7207
OUT	0	0	0.7717	0.2283
OUT	0	1	0.2399	0.7601
OUT	0	1	0.0923	0.9077
OUT	0	0	1.0000	0.0000
OUT	1	1	0.0283	0.9717
OUT	0	0	0.9950	0.0050
OUT	0	1	0.4946	0.5054
OUT	0	0	0.7165	0.2835
OUT	0	1	0.2103	0.7897
OUT	1	1	0.4946	0.5054
OUT	0	1	0.4946	0.5054
OUT	1	0	0.5292	0.4708
OUT	0	0	0.8308	0.1692
OUT	0	1	0.4946	0.5054
OUT	1	0	0.8199	0.1801
OUT	0	0	0.6776	0.3224
OUT	1	1	0.0000	1.0000
OUT	0	1	0.1025	0.8975
OUT	0	1	0.0728	0.9272
OUT	0	0	0.9691	0.0309
OUT	1	1	0.0042	0.9958
OUT	1	1	0.4373	0.5627
OUT	1	0	0.9830	0.0170
OUT	1	1	0.4946	0.5054
OUT	1	1	0.4946	0.5054
OUT	1	0	0.7213	0.2787
OUT	0	1	0.2847	0.7153
OUT	0	1	0.3313	0.6687
OUT	1	0	0.8548	0.1452
OUT	0	0	0.8548	0.1452
OUT	0	1	0.0100	0.9900
OUT	0	0	0.8950	0.1050
OUT	1	1	0.3313	0.6687
OUT	0	0	0.7604	0.2396
OUT	0	0	0.5292	0.4708
OUT	1	1	0.0937	0.9063
OUT	1	1	0.0308	0.9692
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8060	0.1940
OUT	1	1	0.3313	0.6687
OUT	0	1	0.1132	0.8868
OUT	1	1	0.0000	1.0000
OUT	1	1	0.4946	0.5054
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7367	0.2633
OUT	1	1	0.4946	0.5054
OUT	0	0	0.8412	0.1588
OUT	1	1	0.4946	0.5054
OUT	0	1	0.4946	0.5054
OUT	1	0	0.9600	0.0400
OUT	0	1	0.1649	0.8351
OUT	0	1	0.4946	0.5054
OUT	1	1	0.2543	0.7457
OUT	0	1	0.0904	0.9096
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9606	0.0394
OUT	1	1	0.4946	0.5054
OUT	1	0	0.7800	0.2200
OUT	0	0	0.9244	0.0756
OUT	1	1	0.4946	0.5054
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2793	0.7207
OUT	0	0	0.8131	0.1869
OUT	0	0	0.8827	0.1173
OUT	1	1	0.0275	0.9725
OUT	1	1	0.4946	0.5054
OUT	1	1	0.4946	0.5054
OUT	1	1	0.0937	0.9063
OUT	0	1	0.4946	0.5054
OUT	1	1	0.4946	0.5054
OUT	1	1	0.2222	0.7778
OUT	0	1	0.4946	0.5054
OUT	1	1	0.0069	0.9931
OUT	1	1	0.0650	0.9350
OUT	1	1	0.1429	0.8571
OUT	0	0	0.8131	0.1869
VAL	-IFI  	ULCA	BP   	RF   
RES
OUT	1	0	0.9192	0.0808
OUT	1	1	0.3243	0.6758
OUT	0	0	0.5833	0.4167
OUT	0	0	0.6477	0.3523
OUT	1	0	0.5165	0.4835
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9192	0.0808
OUT	1	1	0.1276	0.8724
OUT	1	1	0.1473	0.8527
OUT	1	0	0.6204	0.3796
OUT	0	0	0.9917	0.0083
OUT	1	1	0.3321	0.6679
OUT	0	0	0.6755	0.3245
OUT	0	0	0.9655	0.0345
OUT	0	1	0.3600	0.6400
OUT	0	0	0.6204	0.3796
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0000	1.0000
OUT	1	1	0.0470	0.9530
OUT	0	0	0.6609	0.3391
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9350	0.0650
OUT	1	0	0.6898	0.3102
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9502	0.0498
OUT	1	1	0.0000	1.0000
OUT	0	1	0.1473	0.8527
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5797	0.4203
OUT	1	0	0.6204	0.3796
OUT	1	0	0.6204	0.3796
OUT	1	0	0.7500	0.2500
OUT	0	0	0.6477	0.3523
OUT	1	1	0.0250	0.9750
OUT	0	1	0.2450	0.7550
OUT	0	0	0.5934	0.4066
OUT	0	0	0.6477	0.3523
OUT	0	0	0.9758	0.0242
OUT	1	0	0.6204	0.3796
OUT	0	1	0.3607	0.6393
OUT	0	0	0.9235	0.0765
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6693	0.3307
OUT	1	1	0.0000	1.0000
OUT	0	1	0.1276	0.8724
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9640	0.0360
OUT	0	0	0.6204	0.3796
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0050	0.9950
OUT	1	1	0.1988	0.8013
OUT	0	1	0.4788	0.5212
OUT	0	0	0.8222	0.1778
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2392	0.7608
OUT	1	1	0.0500	0.9500
OUT	0	0	0.9700	0.0300
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7900	0.2100
OUT	1	1	0.0600	0.9400
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6204	0.3796
OUT	0	0	0.8934	0.1066
OUT	0	1	0.2800	0.7200
OUT	0	0	0.6204	0.3796
OUT	1	0	1.0000	0.0000
OUT	0	0	0.7149	0.2851
OUT	1	1	0.0070	0.9930
OUT	1	1	0.1670	0.8330
OUT	0	0	1.0000	0.0000
OUT	0	0	0.5278	0.4722
OUT	0	0	0.9903	0.0098
OUT	0	1	0.4567	0.5433
OUT	0	0	0.9380	0.0620
OUT	0	0	0.7815	0.2185
OUT	1	1	0.0175	0.9825
OUT	0	0	0.9629	0.0371
OUT	1	1	0.0582	0.9418
OUT	1	0	0.8600	0.1400
OUT	0	1	0.0000	1.0000
OUT	0	1	0.0810	0.9190
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9847	0.0153
OUT	0	0	0.8691	0.1309
OUT	1	0	0.6204	0.3796
OUT	0	0	0.6359	0.3641
OUT	1	0	0.6204	0.3796
OUT	1	1	0.1523	0.8477
OUT	0	0	0.6554	0.3446
OUT	0	0	0.6204	0.3796
OUT	0	0	0.6204	0.3796
OUT	0	0	0.9502	0.0498
OUT	0	0	0.6204	0.3796
OUT	0	0	0.6204	0.3796
OUT	1	0	0.8313	0.1687
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0050	0.9950
OUT	0	0	0.8802	0.1198
OUT	0	0	0.5127	0.4873
OUT	0	1	0.1825	0.8175
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7163	0.2837
OUT	0	0	0.9850	0.0150
OUT	0	0	0.5209	0.4791
OUT	0	0	0.7948	0.2052
OUT	1	0	0.9758	0.0242
RES
OUT	0	1	0.0100	0.9900
OUT	1	0	0.6108	0.3893
OUT	0	0	0.6231	0.3769
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6167	0.3833
OUT	0	0	0.9930	0.0070
OUT	1	0	0.6167	0.3833
OUT	0	0	0.6167	0.3833
OUT	0	0	0.6167	0.3833
OUT	1	0	0.6167	0.3833
OUT	1	0	0.8798	0.1202
OUT	0	0	0.9073	0.0927
OUT	0	0	0.6167	0.3833
OUT	0	0	0.6167	0.3833
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8739	0.1261
OUT	1	1	0.1162	0.8838
OUT	1	1	0.0533	0.9467
OUT	0	0	0.6167	0.3833
OUT	0	0	0.8400	0.1600
OUT	1	0	0.5387	0.4613
OUT	0	0	0.6167	0.3833
OUT	0	0	0.9746	0.0254
OUT	0	0	0.9038	0.0963
OUT	0	0	0.9022	0.0978
OUT	0	0	0.6167	0.3833
OUT	1	1	0.0150	0.9850
OUT	1	1	0.0100	0.9900
OUT	0	0	0.7578	0.2422
OUT	0	0	0.6667	0.3333
OUT	0	0	0.8100	0.1900
OUT	0	0	0.9325	0.0675
OUT	1	1	0.2266	0.7734
OUT	0	0	0.5165	0.4835
OUT	0	1	0.4800	0.5200
OUT	1	0	0.5088	0.4913
OUT	0	1	0.2150	0.7850
OUT	1	1	0.0665	0.9335
OUT	1	0	0.6167	0.3833
OUT	1	1	0.0000	1.0000
OUT	1	0	0.7967	0.2033
OUT	0	0	0.9038	0.0963
OUT	0	0	0.8850	0.1150
OUT	1	1	0.0179	0.9821
OUT	1	1	0.4044	0.5956
OUT	1	1	0.2000	0.8000
OUT	0	0	0.6167	0.3833
OUT	0	0	0.7196	0.2804
OUT	1	0	0.6167	0.3833
OUT	0	1	0.3867	0.6133
OUT	1	0	0.6200	0.3800
OUT	1	1	0.1234	0.8766
OUT	0	0	0.9747	0.0253
OUT	1	1	0.4141	0.5859
OUT	1	1	0.1725	0.8275
OUT	0	0	0.9973	0.0027
OUT	0	0	0.9888	0.0112
OUT	1	0	0.9300	0.0700
OUT	0	0	0.5895	0.4105
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0100	0.9900
OUT	0	0	0.6167	0.3833
OUT	1	1	0.1275	0.8725
OUT	1	0	0.6167	0.3833
OUT	0	1	0.2263	0.7738
OUT	0	1	0.0000	1.0000
OUT	0	1	0.1701	0.8299
OUT	1	0	0.6383	0.3617
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6167	0.3833
OUT	0	0	0.9838	0.0162
OUT	0	0	0.6776	0.3224
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0050	0.9950
OUT	0	0	0.6167	0.3833
OUT	0	0	0.9700	0.0300
OUT	0	1	0.4141	0.5859
OUT	1	0	0.5066	0.4934
OUT	0	0	0.6000	0.4000
OUT	1	1	0.0000	1.0000
OUT	1	0	0.7196	0.2804
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9140	0.0860
OUT	1	1	0.3450	0.6550
OUT	1	1	0.0179	0.9821
OUT	0	0	1.0000	0.0000
OUT	0	0	0.7196	0.2804
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6280	0.3720
OUT	0	1	0.1233	0.8767
OUT	1	1	0.3793	0.6207
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0250	0.9750
OUT	1	0	0.6167	0.3833
OUT	1	1	0.2266	0.7734
OUT	1	0	0.6167	0.3833
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6167	0.3833
OUT	1	0	0.6167	0.3833
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8533	0.1467
OUT	1	1	0.4142	0.5858
OUT	1	1	0.0000	1.0000
OUT	0	1	0.1736	0.8264
OUT	0	0	0.8678	0.1322
OUT	1	1	0.0150	0.9850
OUT	1	0	0.7196	0.2804
OUT	1	0	0.8937	0.1063
RES
OUT	1	1	0.1529	0.8471
OUT	0	0	0.7283	0.2717
OUT	1	0	0.7990	0.2010
OUT	1	1	0.2240	0.7760
OUT	0	0	0.6052	0.3948
OUT	0	0	0.6052	0.3948
OUT	0	0	0.6052	0.3948
OUT	1	1	0.0000	1.0000
OUT	0	1	0.1585	0.8415
OUT	1	0	0.6052	0.3948
OUT	1	1	0.3350	0.6650
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0029	0.9971
OUT	0	0	0.9342	0.0658
OUT	1	0	0.6340	0.3660
OUT	0	0	0.7382	0.2618
OUT	1	0	0.6052	0.3948
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5750	0.4250
OUT	1	1	0.1450	0.8550
OUT	1	1	0.1100	0.8900
OUT	0	0	0.6052	0.3948
OUT	0	1	0.2739	0.7261
OUT	0	0	0.9588	0.0412
OUT	0	0	0.7690	0.2310
OUT	0	0	0.6052	0.3948
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7800	0.2200
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0479	0.9521
OUT	1	0	0.5783	0.4217
OUT	1	0	0.6052	0.3948
OUT	1	1	0.0000	1.0000
OUT	1	1	0.3900	0.6100
OUT	1	0	0.5238	0.4763
OUT	1	1	0.0000	1.0000
OUT	1	0	0.7283	0.2717
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6052	0.3948
OUT	0	0	0.9514	0.0486
OUT	0	0	0.6724	0.3276
OUT	0	0	0.6052	0.3948
OUT	0	0	0.6052	0.3948
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6052	0.3948
OUT	1	0	0.5783	0.4217
OUT	1	1	0.4731	0.5269
OUT	0	0	0.6052	0.3948
OUT	0	1	0.2330	0.7670
OUT	0	1	0.0300	0.9700
OUT	1	0	0.7691	0.2309
OUT	0	0	0.9356	0.0644
OUT	1	0	0.7480	0.2520
OUT	1	1	0.1050	0.8950
OUT	1	0	0.7480	0.2520
OUT	1	1	0.0661	0.9339
OUT	0	0	0.6395	0.3605
OUT	1	1	0.0529	0.9471
OUT	0	0	0.9521	0.0479
OUT	0	0	0.6052	0.3948
OUT	1	0	0.6052	0.3948
OUT	0	0	0.6438	0.3563
OUT	0	1	0.3050	0.6950
OUT	0	0	0.6724	0.3276
OUT	0	0	0.9957	0.0043
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7875	0.2125
OUT	1	1	0.0000	1.0000
OUT	1	1	0.4792	0.5208
OUT	0	0	0.5046	0.4954
OUT	1	1	0.0000	1.0000
OUT	0	0	0.7360	0.2640
OUT	0	0	0.6052	0.3948
OUT	0	0	0.8011	0.1989
OUT	0	0	0.5117	0.4883
OUT	1	0	0.6052	0.3948
OUT	0	0	0.8523	0.1478
OUT	1	1	0.0029	0.9971
OUT	0	0	0.6052	0.3948
OUT	1	1	0.0100	0.9900
OUT	0	0	0.6052	0.3948
OUT	1	0	0.6052	0.3948
OUT	1	1	0.0100	0.9900
OUT	1	1	0.0050	0.9950
OUT	1	0	0.6052	0.3948
OUT	0	0	0.6206	0.3794
OUT	1	0	0.9468	0.0532
OUT	0	0	0.6052	0.3948
OUT	0	0	1.0000	0.0000
OUT	0	0	0.6724	0.3276
OUT	1	1	0.0650	0.9350
OUT	0	0	0.8843	0.1157
OUT	0	0	0.5460	0.4540
OUT	0	0	0.6052	0.3948
OUT	1	0	0.6724	0.3276
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9097	0.0903
OUT	1	0	0.6052	0.3948
OUT	0	0	0.8350	0.1650
OUT	0	0	0.7750	0.2250
OUT	1	1	0.2450	0.7550
OUT	1	0	0.5433	0.4567
OUT	0	0	0.6368	0.3632
OUT	0	0	0.6052	0.3948
OUT	0	1	0.0108	0.9892
OUT	1	0	0.8412	0.1588
OUT	0	1	0.0000	1.0000
OUT	1	1	0.1500	0.8500
RES
OUT	1	0	0.9554	0.0446
OUT	0	0	0.9841	0.0159
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9355	0.0645
OUT	0	1	0.4474	0.5526
OUT	1	1	0.0833	0.9167
OUT	1	1	0.3306	0.6694
OUT	0	1	0.4062	0.5938
OUT	0	0	0.8298	0.1702
OUT	1	1	0.4214	0.5786
OUT	1	1	0.3488	0.6512
OUT	0	0	0.7100	0.2900
OUT	1	1	0.0013	0.9988
OUT	0	0	0.6080	0.3920
OUT	0	0	0.9875	0.0125
OUT	1	0	0.6209	0.3791
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0250	0.9750
OUT	1	1	0.4848	0.5152
OUT	0	0	0.8300	0.1700
OUT	1	1	0.0013	0.9988
OUT	1	0	0.6209	0.3791
OUT	1	0	0.6500	0.3500
OUT	0	0	0.6749	0.3251
OUT	1	1	0.0325	0.9675
OUT	0	0	0.6975	0.3025
OUT	0	1	0.0750	0.9250
OUT	0	0	0.6209	0.3791
OUT	1	1	0.2058	0.7942
OUT	1	1	0.0600	0.9400
OUT	1	1	0.0013	0.9988
OUT	0	1	0.3740	0.6260
OUT	0	1	0.3552	0.6448
OUT	1	1	0.0000	1.0000
OUT	1	1	0.2950	0.7050
OUT	0	0	0.9000	0.1000
OUT	0	0	0.6565	0.3435
OUT	0	1	0.2003	0.7997
OUT	0	0	0.8989	0.1011
OUT	1	1	0.1587	0.8413
OUT	1	1	0.0108	0.9892
OUT	0	0	0.5143	0.4858
OUT	0	0	0.9020	0.0980
OUT	0	0	0.9349	0.0651
OUT	0	0	0.6209	0.3791
OUT	0	0	1.0000	0.0000
OUT	1	0	0.6209	0.3791
OUT	1	0	0.6209	0.3791
OUT	0	0	0.7863	0.2138
OUT	0	0	0.6685	0.3315
OUT	0	0	0.7650	0.2350
OUT	1	1	0.0050	0.9950
OUT	0	0	0.8938	0.1063
OUT	1	1	0.0013	0.9988
OUT	0	0	0.6850	0.3150
OUT	1	1	0.0050	0.9950
OUT	0	1	0.1300	0.8700
OUT	0	0	0.9460	0.0540
OUT	0	0	0.6209	0.3791
OUT	1	1	0.0000	1.0000
OUT	1	1	0.3499	0.6501
OUT	0	0	0.9950	0.0050
OUT	0	0	0.6209	0.3791
OUT	1	1	0.1950	0.8050
OUT	0	0	0.6209	0.3791
OUT	0	0	0.8442	0.1558
OUT	0	0	0.9524	0.0476
OUT	0	1	0.0000	1.0000
OUT	0	1	0.3046	0.6954
OUT	0	0	0.7891	0.2109
OUT	1	0	0.7050	0.2950
OUT	1	1	0.0000	1.0000
OUT	0	1	0.3531	0.6469
OUT	1	1	0.0000	1.0000
OUT	1	0	0.7783	0.2217
OUT	0	0	0.9083	0.0917
OUT	0	0	0.9797	0.0203
OUT	1	1	0.0167	0.9833
OUT	1	1	0.0013	0.9988
OUT	0	0	0.6209	0.3791
OUT	1	1	0.2750	0.7250
OUT	1	0	0.6209	0.3791
OUT	0	0	0.8578	0.1422
OUT	1	1	0.0067	0.9933
OUT	0	0	0.7625	0.2375
OUT	0	0	0.9875	0.0125
OUT	0	0	0.9300	0.0700
OUT	0	0	0.6250	0.3750
OUT	0	0	0.6567	0.3433
OUT	0	0	0.7748	0.2252
OUT	0	0	0.6209	0.3791
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0325	0.9675
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6565	0.3435
OUT	1	1	0.2898	0.7102
OUT	1	1	0.0150	0.9850
OUT	1	0	0.5453	0.4547
OUT	1	1	0.0167	0.9833
OUT	0	0	0.6080	0.3920
OUT	1	0	0.6209	0.3791
OUT	0	0	0.7532	0.2468
OUT	0	0	0.9583	0.0417
OUT	1	0	0.9787	0.0213
OUT	1	0	0.9850	0.0150
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0226	0.9774
OUT	1	1	0.0000	1.0000
RES
OUT	1	0	0.6403	0.3597
OUT	0	0	0.6287	0.3713
OUT	1	0	0.6287	0.3713
OUT	0	0	0.6287	0.3713
OUT	0	0	0.9650	0.0350
OUT	1	0	0.9406	0.0594
OUT	1	0	0.5985	0.4015
OUT	1	1	0.3401	0.6599
OUT	1	1	0.4940	0.5060
OUT	0	0	0.8990	0.1010
OUT	1	1	0.0025	0.9975
OUT	1	0	0.9912	0.0088
OUT	0	0	0.8858	0.1142
OUT	0	0	0.6287	0.3713
OUT	0	0	0.6287	0.3713
OUT	0	0	0.7075	0.2925
OUT	1	0	0.5109	0.4891
OUT	0	0	0.8249	0.1751
OUT	1	0	0.7826	0.2174
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2480	0.7520
OUT	1	0	1.0000	0.0000
OUT	0	1	0.4850	0.5150
OUT	0	0	0.9700	0.0300
OUT	0	0	0.6325	0.3675
OUT	0	0	0.9838	0.0163
OUT	0	0	0.9561	0.0439
OUT	0	0	0.6650	0.3350
OUT	1	0	0.5150	0.4850
OUT	0	0	0.6287	0.3713
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5550	0.4450
OUT	1	0	0.8300	0.1700
OUT	0	0	0.9825	0.0175
OUT	0	0	0.9833	0.0167
OUT	1	0	0.7991	0.2009
OUT	1	1	0.0025	0.9975
OUT	1	0	0.6287	0.3713
OUT	0	1	0.0892	0.9108
OUT	1	0	0.6287	0.3713
OUT	0	0	0.9917	0.0083
OUT	0	0	0.6550	0.3450
OUT	1	1	0.2209	0.7791
OUT	1	0	0.6287	0.3713
OUT	0	0	0.8970	0.1030
OUT	1	0	0.5520	0.4480
OUT	0	0	0.9289	0.0711
OUT	0	1	0.4335	0.5665
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0100	0.9900
OUT	1	1	0.1450	0.8550
OUT	1	0	0.6287	0.3713
OUT	1	1	0.1635	0.8365
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8660	0.1340
OUT	0	0	0.9964	0.0036
OUT	0	0	0.8203	0.1797
OUT	1	1	0.0050	0.9950
OUT	1	0	0.8691	0.1309
OUT	0	1	0.4893	0.5107
OUT	0	0	0.6287	0.3713
OUT	0	0	0.6693	0.3307
OUT	1	0	0.6287	0.3713
OUT	0	0	0.9950	0.0050
OUT	0	1	0.4100	0.5900
OUT	0	0	0.7080	0.2920
OUT	0	0	0.6287	0.3713
OUT	1	1	0.3276	0.6724
OUT	0	0	0.8203	0.1797
OUT	1	1	0.4325	0.5675
OUT	0	0	0.6287	0.3713
OUT	0	0	0.6287	0.3713
OUT	0	1	0.4836	0.5164
OUT	0	0	0.9853	0.0147
OUT	0	0	0.6885	0.3115
OUT	0	0	0.8500	0.1500
OUT	1	0	0.7008	0.2992
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0617	0.9383
OUT	0	0	0.9720	0.0280
OUT	1	0	0.5325	0.4675
OUT	0	0	0.7926	0.2074
OUT	1	0	0.6287	0.3713
OUT	1	0	0.9661	0.0339
OUT	0	0	0.8800	0.1200
OUT	1	1	0.0525	0.9475
OUT	1	1	0.0000	1.0000
OUT	1	1	0.4748	0.5252
OUT	0	1	0.4081	0.5919
OUT	1	0	0.6287	0.3713
OUT	1	1	0.1550	0.8450
OUT	0	0	0.7359	0.2641
OUT	0	0	0.5175	0.4825
OUT	1	0	0.6927	0.3073
OUT	0	0	0.5340	0.4660
OUT	1	1	0.0000	1.0000
OUT	1	1	0.1000	0.9000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5948	0.4053
OUT	1	0	0.8469	0.1531
OUT	0	0	0.9548	0.0452
OUT	0	0	0.6693	0.3307
OUT	1	0	0.8355	0.1645
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9244	0.0756
OUT	1	1	0.0100	0.9900
RES
OUT	0	0	0.8667	0.1333
OUT	0	0	0.6052	0.3948
OUT	0	0	1.0000	0.0000
OUT	0	0	0.8036	0.1964
OUT	1	1	0.0200	0.9800
OUT	1	1	0.0025	0.9975
OUT	1	1	0.1850	0.8150
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5122	0.4878
OUT	0	0	0.9723	0.0277
OUT	1	1	0.0254	0.9746
OUT	1	0	0.6052	0.3948
OUT	0	0	0.9743	0.0257
OUT	1	0	0.7512	0.2488
OUT	1	1	0.0000	1.0000
OUT	1	1	0.3732	0.6268
OUT	1	1	0.0029	0.9971
OUT	1	1	0.0853	0.9148
OUT	0	0	0.9344	0.0656
OUT	0	1	0.2450	0.7550
OUT	1	1	0.1883	0.8117
OUT	1	1	0.0289	0.9711
OUT	0	0	0.9950	0.0050
OUT	0	1	0.3401	0.6599
OUT	1	0	0.6052	0.3948
OUT	1	0	0.6052	0.3948
OUT	0	0	0.6052	0.3948
OUT	0	0	0.9613	0.0387
OUT	0	1	0.3448	0.6552
OUT	0	0	0.9834	0.0166
OUT	0	0	0.8985	0.1015
OUT	1	0	0.9582	0.0418
OUT	1	1	0.2838	0.7163
OUT	0	0	0.8925	0.1075
OUT	0	0	0.6052	0.3948
OUT	0	0	0.6052	0.3948
OUT	1	1	0.2247	0.7753
OUT	1	1	0.0000	1.0000
OUT	0	1	0.0723	0.9277
OUT	0	0	0.6052	0.3948
OUT	1	1	0.0167	0.9833
OUT	0	1	0.4341	0.5659
OUT	1	1	0.0350	0.9650
OUT	1	1	0.1660	0.8340
OUT	1	0	0.8006	0.1994
OUT	0	0	0.9000	0.1000
OUT	1	1	0.0708	0.9293
OUT	0	0	0.5122	0.4878
OUT	1	1	0.0000	1.0000
OUT	0	0	0.8711	0.1289
OUT	1	1	0.4876	0.5124
OUT	0	0	0.8627	0.1373
OUT	1	0	0.6052	0.3948
OUT	1	1	0.2644	0.7356
OUT	1	1	0.0029	0.9971
OUT	1	0	0.8700	0.1300
OUT	0	0	0.8383	0.1617
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0900	0.9100
OUT	1	0	0.6270	0.3730
OUT	1	0	0.6912	0.3088
OUT	1	1	0.1608	0.8392
OUT	0	0	0.8568	0.1432
OUT	0	0	0.6052	0.3948
OUT	0	0	0.6052	0.3948
OUT	0	1	0.2700	0.7300
OUT	0	0	0.9649	0.0351
OUT	0	1	0.1901	0.8099
OUT	0	0	0.6912	0.3088
OUT	1	1	0.1133	0.8867
OUT	0	1	0.3875	0.6125
OUT	0	0	0.5900	0.4100
OUT	1	1	0.0000	1.0000
OUT	0	1	0.2950	0.7050
OUT	0	1	0.0192	0.9808
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6912	0.3088
OUT	0	0	0.5829	0.4171
OUT	1	0	0.8700	0.1300
OUT	1	0	0.7635	0.2365
OUT	1	0	1.0000	0.0000
OUT	1	1	0.0058	0.9942
OUT	0	0	0.8438	0.1563
OUT	0	0	0.6052	0.3948
OUT	1	1	0.0039	0.9961
OUT	0	0	0.6052	0.3948
OUT	1	1	0.0050	0.9950
OUT	0	0	0.9479	0.0521
OUT	0	0	0.9800	0.0200
OUT	1	1	0.2700	0.7300
OUT	1	1	0.2850	0.7150
OUT	0	0	0.6052	0.3948
OUT	0	0	0.7600	0.2400
OUT	0	0	0.9829	0.0171
OUT	0	1	0.0558	0.9442
OUT	1	1	0.4958	0.5042
OUT	0	0	0.7288	0.2713
OUT	0	0	0.6052	0.3948
OUT	0	0	0.9088	0.0913
OUT	1	0	0.6043	0.3957
OUT	1	1	0.0010	0.9990
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0179	0.9821
OUT	0	0	0.6724	0.3276
OUT	1	0	0.6052	0.3948
OUT	0	0	0.6052	0.3948
OUT	1	1	0.4238	0.5762
RES
OUT	0	0	0.8300	0.1700
OUT	1	1	0.3291	0.6709
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0050	0.9950
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5477	0.4523
OUT	1	1	0.2521	0.7479
OUT	1	1	0.0373	0.9627
OUT	1	0	0.6211	0.3789
OUT	1	1	0.3149	0.6851
OUT	0	0	0.5350	0.4650
OUT	0	0	0.8096	0.1904
OUT	0	0	0.9138	0.0862
OUT	1	1	0.0000	1.0000
OUT	0	0	0.9568	0.0433
OUT	0	0	0.7379	0.2621
OUT	0	0	0.6211	0.3789
OUT	1	1	0.3885	0.6115
